PlayerID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,College,PhotoUrl,Experience,InjuryStatus,FanDuelPlayerID,DraftKingsPlayerID,FanDuelName,DraftKingsName
20000517,Active,1,WAS,67,F,PF,Taj,Gibson,81,232,6/24/1985 12:00:00 AM,Southern California,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000517.png,13,,9481,330057,Taj Gibson,Taj Gibson
20000519,Inactive,,,,G,SG,Tony,Snell,78,213,11/10/1991 12:00:00 AM,New Mexico,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000519.png,8,,17517,550991,Tony Snell,Tony Snell
20000522,Active,24,SA,17,F,SF,Doug,McDermott,78,225,1/3/1992 12:00:00 AM,Creighton,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000522.png,8,,18256,554804,Doug McDermott,Doug McDermott
20000524,Inactive,,,,G,SG,E'Twaun,Moore,75,191,2/25/1989 12:00:00 AM,Purdue,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000524.png,9,,14554,398424,E'Twaun Moore,E'Twaun Moore
20000526,Inactive,,,31,F,SF,Chandler,Parsons,81,230,10/25/1988 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000526.png,9,,14537,400599,Chandler Parsons,Chandler Parsons
20000528,Inactive,,,,C,C,Tyson,Chandler,84,235,10/2/1982 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000528.png,19,,9473,3493,Tyson Chandler,Tyson Chandler
20000530,Inactive,,,,G,PG,Rajon,Rondo,73,180,2/22/1986 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000530.png,15,,9455,262882,Rajon Rondo,Rajon Rondo
20000531,Inactive,,,,G,PG,J.J.,Barea,70,180,6/26/1984 12:00:00 AM,Northeastern,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000531.png,14,,9495,173520,J.J. Barea,J.J. Barea
20000532,Inactive,,,,F,PF,Al-Farouq,Aminu,80,220,9/21/1990 12:00:00 AM,Wake Forest,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000532.png,10,,12342,457688,Al-Farouq Aminu,Al-Farouq Aminu
20000539,Active,25,DAL,7,C,C,Dwight,Powell,82,240,7/20/1991 12:00:00 AM,Stanford,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000539.png,8,,16196,552309,Dwight Powell,Dwight Powell
20000541,Inactive,,,,F,SF,Trevor,Ariza,80,215,6/30/1985 12:00:00 AM,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000541.png,17,,9538,229738,Trevor Ariza,Trevor Ariza
20000543,Inactive,,,,C,C,Dwight,Howard,82,265,12/8/1985 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000543.png,17,,9660,253975,Dwight Howard,Dwight Howard
20000544,Active,7,PHI,1,G,SG,James,Harden,77,220,8/26/1989 12:00:00 AM,Arizona State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000544.png,13,,9644,395388,James Harden,James Harden
20000547,Inactive,,,,F,SF,Corey,Brewer,81,186,3/5/1986 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000547.png,13,,9606,263217,Corey Brewer,Corey Brewer
20000549,Active,3,ATL,15,C,C,Clint,Capela,82,256,5/18/1994 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000549.png,8,,55059,830647,Clint Capela,Clint Capela
20000554,Active,27,LAL,21,G,PG,Patrick,Beverley,74,180,7/12/1988 12:00:00 AM,Arkansas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000554.png,10,,12474,332691,Patrick Beverley,Patrick Beverley
20000556,Inactive,,,,G,SG,Evan,Turner,78,220,10/27/1988 12:00:00 AM,Ohio State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000556.png,10,,12359,398068,Evan Turner,Evan Turner
20000558,Inactive,,,,C,C,Tyler,Zeller,84,255,1/17/1990 12:00:00 AM,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000558.png,8,,15961,462461,Tyler Zeller,Tyler Zeller
20000559,Inactive,,,,G,SG,Avery,Bradley,75,180,11/26/1990 12:00:00 AM,Texas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000559.png,12,,12334,513607,Avery Bradley,Avery Bradley
20000560,Active,9,BOS,36,G,PG,Marcus,Smart,76,220,3/6/1994 12:00:00 AM,Oklahoma State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000560.png,8,Out,23670,697132,Marcus Smart,Marcus Smart
20000561,Inactive,,,,G,PG,Isaiah,Thomas,69,185,2/7/1989 12:00:00 AM,Washington,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000561.png,8,,14559,457605,Isaiah Thomas,Isaiah Thomas
20000562,Active,8,BKN,,F,PF,Jae,Crowder,78,235,7/6/1990 12:00:00 AM,Marquette,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000562.png,10,,15800,552381,Jae Crowder,Jae Crowder
20000564,Active,17,UTA,41,C,C,Kelly,Olynyk,83,240,4/19/1991 12:00:00 AM,Gonzaga,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000564.png,9,,22541,514882,Kelly Olynyk,Kelly Olynyk
20000570,Inactive,,,,G,SG,James,Young,78,215,8/16/1995 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000570.png,4,,42671,786406,James Young,James Young
20000571,Active,27,LAL,6,F,SF,LeBron,James,81,250,12/30/1984 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000571.png,20,Questionable,9488,214152,LeBron James,LeBron James
20000572,Active,12,CLE,0,F,PF,Kevin,Love,80,251,9/7/1988 12:00:00 AM,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000572.png,14,,9874,395374,Kevin Love,Kevin Love
20000574,Active,25,DAL,2,G,PG,Kyrie,Irving,74,195,3/23/1992 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000574.png,11,,14498,551768,Kyrie Irving,Kyrie Irving
20000575,Inactive,,,,G,SG,J.R.,Smith,78,225,9/9/1985 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000575.png,16,,9506,253997,JR Smith,J.R. Smith
20000576,Inactive,,,,G,SG,Iman,Shumpert,77,212,6/26/1990 12:00:00 AM,Georgia Tech,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000576.png,9,,14515,457186,Iman Shumpert,Iman Shumpert
20000577,Inactive,,,,C,C,Tristan,Thompson,81,254,3/13/1991 12:00:00 AM,Texas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000577.png,10,,14501,552806,Tristan Thompson,Tristan Thompson
20000579,Active,30,SAC,8,G,PG,Matthew,Dellavedova,75,200,9/8/1990 12:00:00 AM,St. Mary's,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000579.png,8,,20064,531447,Matthew Dellavedova,Matthew Dellavedova
20000582,Inactive,,,3,G,SG,Mike,Miller,80,218,2/19/1980 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000582.png,17,,9734,3385,Mike Miller,Mike Miller
20000584,Active,8,BKN,12,F,SF,Joe,Harris,78,220,9/6/1991 12:00:00 AM,Virginia,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000584.png,8,,16363,549969,Joe Harris,Joe Harris
20000585,Inactive,,,,C,C,Anderson,Varejao,83,273,9/28/1982 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000585.png,13,,9490,254009,Anderson Varejao,Anderson Varejao
20000586,Inactive,,,,G,SG,Joe,Johnson,79,240,6/29/1981 12:00:00 AM,Arkansas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000586.png,17,,9447,3501,Joe Johnson,Joe Johnson
20000587,Active,10,TOR,21,F,PF,Thaddeus,Young,80,235,6/21/1988 12:00:00 AM,Georgia Tech,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000587.png,15,,9666,329683,Thaddeus Young,Thaddeus Young
20000588,Active,15,MIL,11,C,C,Brook,Lopez,85,282,4/1/1988 12:00:00 AM,Stanford,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000588.png,14,Probable,9621,330047,Brook Lopez,Brook Lopez
20000591,Active,14,DET,44,F,PF,Bojan,Bogdanovic,79,226,4/18/1989 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000591.png,8,,14530,599812,Bojan Bogdanovic,Bojan Bogdanovic
20000594,Active,2,CHA,24,C,C,Mason,Plumlee,84,254,3/5/1990 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000594.png,9,,15590,510790,Mason Plumlee,Mason Plumlee
20000601,Inactive,,,,F,SF,DeMarre,Carroll,78,215,7/27/1986 12:00:00 AM,Missouri,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000601.png,11,,9787,262890,DeMarre Carroll,DeMarre Carroll
20000602,Inactive,,,,F,PF,Paul,Millsap,79,257,2/10/1985 12:00:00 AM,Louisiana Tech,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000602.png,14,,9729,237675,Paul Millsap,Paul Millsap
20000603,Active,9,BOS,42,C,C,Al,Horford,81,240,6/3/1986 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000603.png,15,Out,9453,280587,Al Horford,Al Horford
20000604,Inactive,,,,G,SG,Kyle,Korver,79,212,3/17/1981 12:00:00 AM,Creighton,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000604.png,17,,9870,58293,Kyle Korver,Kyle Korver
20000605,Inactive,,,,G,PG,Jeff,Teague,75,195,6/10/1988 12:00:00 AM,Wake Forest,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000605.png,11,,9446,398043,Jeff Teague,Jeff Teague
20000606,Active,27,LAL,17,G,PG,Dennis,Schroder,73,172,9/15/1993 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000606.png,9,,40201,739958,Dennis Schroder,Dennis Schroder
20000608,Inactive,,,,G,SG,Kent,Bazemore,76,195,7/1/1989 12:00:00 AM,Old Dominion,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000608.png,10,,19781,410764,Kent Bazemore,Kent Bazemore
20000609,Inactive,,,,F,PF,Mike,Scott,79,237,7/16/1988 12:00:00 AM,Virginia,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000609.png,8,,16368,398034,Mike Scott,Mike Scott
20000613,Active,18,OKC,33,F,PF,Mike,Muscala,83,240,7/1/1991 12:00:00 AM,Bucknell,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000613.png,9,,17894,520388,Mike Muscala,Mike Muscala
20000615,Inactive,,,,F,SF,Thabo,Sefolosha,78,215,5/2/1984 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000615.png,14,,9647,329187,Thabo Sefolosha,Thabo Sefolosha
20000616,Inactive,,,,F,PF,LaMarcus,Aldridge,83,250,7/19/1985 12:00:00 AM,Texas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000616.png,15,,9688,266554,LaMarcus Aldridge,LaMarcus Aldridge
20000617,Active,28,LAC,33,F,PF,Nicolas,Batum,80,230,12/14/1988 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,14,,9809,456451,Nicolas Batum,Nicolas Batum
20000618,Active,12,CLE,33,C,C,Robin,Lopez,84,281,4/1/1988 12:00:00 AM,Stanford,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000618.png,14,,9873,330050,Robin Lopez,Robin Lopez
20000619,Active,19,POR,0,G,PG,Damian,Lillard,74,195,7/15/1990 12:00:00 AM,Weber State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000619.png,9,,20848,463121,Damian Lillard,Damian Lillard
20000620,Active,23,NO,3,G,PG,CJ,McCollum,75,190,9/19/1991 12:00:00 AM,Lehigh,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000620.png,9,,19067,522878,CJ McCollum,CJ McCollum
20000621,Inactive,,,,C,C,Meyers,Leonard,84,260,2/27/1992 12:00:00 AM,Illinois,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000621.png,8,,15669,550131,Meyers Leonard,Meyers Leonard
20000622,Inactive,,,9,G,SG,Allen,Crabbe,77,212,4/9/1992 12:00:00 AM,California,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000622.png,6,,15501,548610,Allen Crabbe,Allen Crabbe
20000625,Inactive,,,,G,PG,Tim,Frazier,72,170,11/1/1990 12:00:00 AM,Penn State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000625.png,6,,16071,513606,Tim Frazier,Tim Frazier
20000629,Active,15,MIL,23,G,SG,Wesley,Matthews,77,220,10/14/1986 12:00:00 AM,Marquette,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000629.png,13,,9799,295809,Wesley Matthews,Wesley Matthews
20000632,Active,20,DEN,32,F,PF,Jeff,Green,80,235,8/28/1986 12:00:00 AM,Georgetown,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000632.png,14,,9648,266367,Jeff Green,Jeff Green
20000633,Inactive,,,,C,C,Marc,Gasol,83,255,1/29/1985 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000633.png,12,,9581,393441,Marc Gasol,Marc Gasol
20000634,Inactive,,,,G,SG,Courtney,Lee,77,215,10/3/1985 12:00:00 AM,Western Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000634.png,12,,9615,276755,Courtney Lee,Courtney Lee
20000635,Active,16,MIN,,G,PG,Mike,Conley,73,175,10/11/1987 12:00:00 AM,Ohio State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000635.png,15,Out,9575,329468,Mike Conley,Mike Conley
20000638,Inactive,,,,G,SG,Vince,Carter,78,220,1/26/1977 12:00:00 AM,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000638.png,22,,9654,3230,Vince Carter,Vince Carter
20000642,Active,26,GS,1,F,PF,JaMychal,Green,81,227,6/21/1990 12:00:00 AM,Alabama,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000642.png,8,,15405,460833,JaMychal Green,JaMychal Green
20000646,Active,28,LAC,2,F,SF,Kawhi,Leonard,79,225,6/29/1991 12:00:00 AM,San Diego State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000646.png,10,,14513,512591,Kawhi Leonard,Kawhi Leonard
20000650,Active,21,MEM,14,G,SG,Danny,Green,78,215,6/22/1987 12:00:00 AM,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000650.png,13,,9758,295922,Danny Green,Danny Green
20000652,Inactive,,,,C,C,Aron,Baynes,82,260,12/9/1986 12:00:00 AM,Washington State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000652.png,8,,37931,296379,Aron Baynes,Aron Baynes
20000654,Inactive,,,,G,SG,Marco,Belinelli,77,220,3/25/1986 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000654.png,13,,9715,393434,Marco Belinelli,Marco Belinelli
20000655,Active,14,DET,18,G,PG,Cory,Joseph,75,200,8/20/1991 12:00:00 AM,Texas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000655.png,11,,14529,552805,Cory Joseph,Cory Joseph
20000656,Active,8,BKN,8,G,PG,Patty,Mills,72,180,8/11/1988 12:00:00 AM,St. Mary's,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000656.png,13,,9939,411562,Patty Mills,Patty Mills
20000659,Active,16,MIN,5,F,SF,Kyle,Anderson,81,230,9/20/1993 12:00:00 AM,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000659.png,8,Out,23716,697720,Kyle Anderson,Kyle Anderson
20000661,Active,9,BOS,91,F,PF,Blake,Griffin,81,250,3/16/1989 12:00:00 AM,Oklahoma,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000661.png,12,,9560,399725,Blake Griffin,Blake Griffin
20000663,Active,20,DEN,6,C,C,DeAndre,Jordan,83,265,7/21/1988 12:00:00 AM,Texas A&M,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000663.png,14,,9561,398142,DeAndre Jordan,DeAndre Jordan
20000664,Active,29,PHO,3,G,PG,Chris,Paul,72,175,5/6/1985 12:00:00 AM,Wake Forest,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000664.png,17,,9623,229598,Chris Paul,Chris Paul
20000665,Inactive,,,,F,SF,J.J.,Redick,75,200,6/24/1984 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000665.png,13,,9655,172643,JJ Redick,JJ Redick
